"SeferId","Plaka","lineId","routeId","SeferBaslangıc","SeferBitis","Enlem","Boylam","KonumZamanı","Hız"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008718","39.724708","16/12/2025 16:25:47","0"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008722","39.724659","16/12/2025 16:25:42","0.56"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008722","39.724659","16/12/2025 16:25:27","0"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008722","39.724659","16/12/2025 16:25:17","0"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008722","39.724659","16/12/2025 16:25:07","0.28"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008722","39.724659","16/12/2025 16:24:37","0.28"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.009068","39.725376","16/12/2025 16:24:27","9.72"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.00887","39.72705","16/12/2025 16:24:07","7.78"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.00866","39.72578","16/12/2025 16:23:32","0"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.00866","39.72578","16/12/2025 16:23:27","4.44"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008575","39.724979","16/12/2025 16:23:17","8.89"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008635","39.724452","16/12/2025 16:23:12","7.78"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008739","39.724022","16/12/2025 16:23:07","5"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008805","39.72374","16/12/2025 16:23:01","3.33"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008851","39.723526","16/12/2025 16:22:57","4.44"
